,task_id,total_tasks,combo_index,beta,alpha,rho,strength,kappa,tau,cov_type,monte_carlo_runs,mc_batch_size,mse_runs,mean_mse,std_mse,mean_e_TF,std_e_TF,mean_e_ICL,std_e_ICL,mean_e_IDG,std_e_IDG,mean_diff,std_diff
27,1,16,24,0.1111111111111111,5.176079569221879,0.5,0.0,0.5,2.0,identity,10,1,"[2.9197739586234093, 2.867887197062373, 2.9618044421076775, 2.813950715586543, 2.995026530697942, 2.8110600616782904, 2.9235725477337837, 2.842922057956457, 2.8653100095689297, 2.767637075856328]",2.8768944596871733,0.0683996343533348,2.8393061929871037,0.03098704804253286,2.864845037460327,0.031749796285961654,1.2540470004081725,0.010369949555626172,-0.005652448954060673,0.0010697255383908082
28,1,16,25,0.1111111111111111,6.305713203930309,0.5,0.0,0.5,2.0,identity,10,1,"[2.846508827060461, 3.00995484739542, 2.8671904802322388, 2.979400562122464, 2.9051349740475416, 3.048417344689369, 3.0770923756062984, 2.927656242623925, 2.9593813326209784, 2.9997866563498974]",2.9620523642748595,0.07175757914419711,2.979093911798303,0.03251502775430595,3.00760395526886,0.03264289247611602,1.2121721029281616,0.007670789173100737,-0.00634421813301742,0.0010965610304554782
29,2,16,26,0.1111111111111111,7.68187939896729,0.5,0.0,0.5,2.0,identity,10,1,"[3.1951302736997604, 3.1793340258300304, 3.2926749531179667, 3.185190513730049, 3.095103845000267, 3.1478083319962025, 3.2135944589972496, 3.302255043759942, 3.2877788320183754, 3.1160994190722704]",3.2014969697222115,0.06953334669148391,3.1989043248006728,0.04384777331333139,3.2310789585113526,0.04442797455790901,1.1771723985671998,0.00794663073044336,-0.006817762600257992,0.0010904248977057745
30,2,16,27,0.1111111111111111,9.358381707480246,0.5,0.0,0.5,2.0,identity,10,1,"[3.4213428124785423, 3.617050701752305, 3.637255162000656, 3.480664402246475, 3.6709191277623177, 3.5030578561127186, 3.549215331673622, 3.404472090303898, 3.5647180024534464, 3.530409589409828]",3.537910507619381,0.08403106031554126,3.5196404888403867,0.06304286619864585,3.5576536417007447,0.063673517668123,1.1593930125236511,0.011348125128674455,-0.008404996944591403,0.0009881939725954333
31,2,16,28,0.1111111111111111,11.400765832730277,0.5,0.0,0.5,2.0,identity,10,1,"[3.877699486911297, 3.7596005965024233, 4.047508945688605, 3.8496346697211266, 3.6445282995700836, 3.864469885826111, 3.81185719743371, 3.9458165373653173, 3.832159573212266, 3.7423969488590956]",3.8375672141090034,0.10552907945559986,3.824186358058733,0.05017111755254552,3.8667810201644897,0.050680730176945785,1.13031108379364,0.009981740372838778,-0.008811082644388079,0.001384136328242395
32,2,16,29,0.1111111111111111,13.888882248611191,0.5,0.0,0.5,2.0,identity,10,1,"[4.195896245539188, 4.319202279672027, 4.236244611442089, 4.3456956297159195, 4.421054407954216, 4.25111311674118, 4.396413367241621, 4.130321050062776, 4.237900091335177, 4.029283994808793]",4.2563124794512985,0.11425729712506383,4.278114117990121,0.0696640208906327,4.3288932800292965,0.0714166448519016,1.1197205185890198,0.007942107813903199,-0.01115974523127079,0.002085784304410013
33,2,16,30,0.1111111111111111,16.920008089455763,0.5,0.0,0.5,2.0,identity,10,1,"[4.847508681938052, 4.768007978796959, 4.999838458374143, 4.612248998135328, 4.8748324532061815, 4.584151055663824, 4.543205298483372, 4.640951903536916, 4.722155498340726, 4.95783681795001]",4.755073714442551,0.15254029210847914,4.759963265668462,0.04360069097579854,4.818151044845581,0.04389293959829076,1.0965402603149415,0.0051926315057073775,-0.012241967022418976,0.0022186535246929012
34,2,16,31,0.1111111111111111,20.612650364709907,0.5,0.0,0.5,2.0,identity,10,1,"[5.315523497760296, 5.450545400381088, 5.463691089302301, 5.429901894181967, 5.129760768264532, 5.332252100110054, 5.355734009295702, 5.35294895619154, 5.557909656316042, 5.307226838544011]",5.369549421034753,0.10986538830709947,5.447439079729402,0.07703917783701918,5.516150426864624,0.07931275428323734,1.0864723563194274,0.007286394267232464,-0.014023963548243045,0.002315002019346681
35,2,16,32,0.1111111111111111,25.111179191607683,0.5,0.0,0.5,2.0,identity,10,1,"[6.544218774884939, 6.4408449195325375, 6.100301846861839, 6.5058858543634415, 6.285860948264599, 6.108510173857212, 6.367994714528322, 6.1867509968578815, 6.1142976097762585, 6.444828607141972]",6.3099494446069,0.1644798199404607,6.178686084859303,0.09616696627544813,6.261380767822265,0.09821628716460219,1.0701148986816407,0.008012817443648106,-0.018604980874806644,0.0033347889817513386
36,2,16,33,0.1111111111111111,30.591472189942476,0.5,0.0,0.5,2.0,identity,10,1,"[7.029043387621641, 7.311804983764887, 6.999755047261715, 7.3286477364599705, 7.304163593798876, 7.063397042453289, 7.32481786608696, 6.908515401184559, 7.060026720166206, 6.958573665469885]",7.1288745444267985,0.15991212649321254,7.1234769843541725,0.09565408199327113,7.220562839508057,0.09889542833219013,1.0619318962097168,0.007152087509934701,-0.021053374372422697,0.0038948740525162314
37,2,16,34,0.1111111111111111,37.26779071612804,0.5,0.0,0.5,2.0,identity,10,1,"[8.085595358163118, 8.561747997999191, 7.9665241949260235, 8.160712625831366, 8.167380191385746, 8.192790020257235, 8.290295165032148, 8.22240724042058, 8.74104518070817, 8.192775346338749]",8.258127332106232,0.2165109785294512,8.268241013765886,0.10777113993153362,8.383434009552001,0.10825340670120899,1.0524662137031555,0.006807358796943461,-0.02468722052872181,0.002820539062183059
38,2,16,35,0.1111111111111111,45.401156774591,0.5,0.0,0.5,2.0,identity,10,1,"[9.533240400254726, 9.272935014218092, 9.650304090231657, 9.064888805150986, 10.082729890942574, 9.700562044978142, 9.945163536816835, 9.469588480889797, 9.961631465703249, 9.65465671941638]",9.633570044860244,0.300347122549634,9.788397173930742,0.10898095181249631,9.925608921051026,0.11317440797592865,1.0514829277992248,0.006608678220307741,-0.027654636092483996,0.006227658812209269
